Skeleton ID,Frontal - Left,Frontal - Right,Parietal - Left,Parietal - Right,Occipital,Temporal - Left,Temporal - Right,Sphenoid,Ethmoid,Vomer,Nasal - Left,Nasal - Right,Zygomatic - Left,Zygomatic - Right,Maxilla - Left,Maxilla - Right,Palatine - Left,Palatine - Right,Hyoid,Mandible,Unidentified Cranial Fragments,LXI1,LXI2,LXC,LXPM3,LXPM4,LXM1,LXM2,LXM3,RXI1,RXI2,RXC,RXPM3,RXPM4,RXM1,RXM2,RXM3,LNI1,LNI2,LNC,LNPM3,LNPM4,LNM1,LNM2,LNM3,RNI1,RNI2,RNC,RNPM3,RNPM4,RNM1,RNM2,RNM3,Clavicle - Left,Clavicle - Right,Scapula - Left,Scapula - Right,Patella - Left,Patella - Right,Sacrum,Ilium - Left,Ilium - Right,Ischium - Left,Ischium - Right,Pubis - Left,Pubis - Right,Coccyx,C1,C2,C7,C3-6,T1-9,T10,T11,T12,L1,L2,L3,L4,L5,LXdI1,LXdI2,LXdC,LXdM1,LXdM2,RXdI1,RXdI2,RXdC,RXdM1,RXdM2,LNdI1,LNdI2,LNdC,LNdM1,LNdM2,RNdI1,RNdI2,RNdC,RNdM1,RNdM2,Vertebral Fragments,Sternum,1st Rib - Left,1st Rib - Right,2nd Rib - Left,2nd Rib - Right,11th Rib - Left,11th Rib - Right,12th Rib - Left,12th Rib - Right,3-10 Ribs - Left,3-10 Ribs - Right,Ribs - Unsided,Humerus - Left,Humerus - Right,Radius - Left,Radius - Right,Ulna - Left,Ulna - Right,Femur - Left,Femur - Right,Tibia - Left,Tibia - Right,Fibula - Left,Fibula - Right,Talus - Left,Talus - Right,Calcaneus - Left,Calcaneus - Right,Carpals - Left,Carpals - Right,Metacarpals - Left,Metacarpals - Right,Hand Phalanges,Tarsals - Left,Tarsals - Right,Metatarsals - Left,Metatarsals - Right,Foot Phalanges,Inventory Comments,Ossified Cartilage,Rhomboid Fossa - L,Rhomboid Fossa - R
"T9",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"4","1",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,"8","1","10","Distal Third","Distal Third","Prox Third","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete","Complete",0,0,1,1,,,,,,,,,,"1 prox","Also included are: 7 MTs,7 MCs (or possibly some prox phalanges)",0,"Absent","Unknown (clavicle fragmented)"
"US15A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,"Complete",,"Prox Third",,"Complete",,,0,0,0,0,,,,,,,,,,,,0,,
"US15B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,"0","0","0",,,,,"Prox Third",,,,"Prox Third","Prox Third",,,0,0,0,0,,,,"4",,,,,,,"Also included is a fragment of distal fibula without epiphysis.  I cannot tell what side this is.",0,"Unknown (fragmented clavicle)",
"US15C",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,,
"US15D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,"Complete",,,,"Distal Epiph",,"Distal Epiph",,0,0,0,0,,,,,,,,,,,,0,"Unknown (fragmented clavicle)",
"US15E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"7",0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,"0","0","0","Prox Third","Prox Third",,,,"Prox Epiph",,,"Distal Third","Distal Third",,,0,0,0,0,,,,,,,,,,,"The T verts present appear to be: 1, 2, 4, 5, 7, 8, 9, 11, 12.  Also present are 2 T arch fragments.",0,,"Absent"
"US170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,"4",,,,,,,,,,,,,,,,,"4",0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"4 long bone fragments - clavicle, rib, humerus, and something else.  Many more fragments, but all crumbled.",0,,
"US31A",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"1",,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"Two fragments of a humerus.  Unsure which side, however.",0,"Absent",
"US31B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,"2",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","2",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"2 humerus fragments, unsideable.  8 long bone fragments.  Two T verts could be lower.",0,,
"US36A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"Individual represented by L half of the mandible and 6 teeth.  See dental path analysis.",0,,
"US36B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"Subadult represented by a mandible and 9 teeth.  See dental path report for more information.",0,,
"US36C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"Individual represented by the L half of the mandible and 10 teeth.",0,,
"US36D",1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"Splanchnocranium, maxilla, fragment of occipital, and additional fragment.",0,,
"US36E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"Individual composed of fragments of the L mandible and 7 teeth.  See dental pathology for more information.",0,,
"US505A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,"Mandibular fragments, including entire R side, two L molars, the L ascending ramus, and 6 fragments.",0,,
"US66A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,,"Prox Third",,,,,,,,,0,0,0,0,,,,,,,,,,,"Also present is a fragment from a long bone shaft, probably upper arm, and two R ear ossicles (malleus and stapes).",0,,
"US66B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,,"Prox Third",,"Distal Third",,"Distal Epiph",,,"Distal Third",,,0,0,0,0,,,,,,,,,,,"One additional MT2-4, unsure which number or side.",0,,
"US66C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"0","0","0",,"Distal Third",,,,,,,,,,,0,0,0,0,,,,,,,,,,,"R clavicle is in two pieces, the medial and lateral ends.",0,"Absent","Unknown (clavicle fragmented)"
"US66D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,"0","0","0",,"Complete",,"Prox Third","Prox Third","Prox Third","Distal Third",,,,,,0,0,0,0,,,,,,,,,,,,0,,"Present"
